vehicle_id,category,brand,model_year,base_daily_rate,start_date,end_date,rental_length_days,day_of_week,month,city,avg_temp,rain,wind,avg_competitor_price,demand_index,final_daily_price
VEH-199,Sedan,Ford,2020,110,2023-05-28,2023-06-05,8,6,5,Dammam,40.29,2.83,22.43,126.2,0.099,150.29
VEH-200,Van,BMW,2021,263,2023-10-20,2023-10-30,10,4,10,Makkah,39.06,8.43,21.49,266.14,0.176,305.37
VEH-201,Sedan,Ford,2017,110,2023-10-17,2023-10-28,11,1,10,Madinah,35.21,4.92,16.61,75.96,0.311,102.75
VEH-202,Luxury,BMW,2021,424,2023-02-05,2023-02-10,5,6,2,Khobar,38.96,8.0,17.54,399.65,0.112,423.1
VEH-203,Van,BMW,2023,192,2023-03-30,2023-04-01,2,3,3,Dammam,40.25,6.52,22.09,183.72,0.418,244.25
VEH-204,Van,Kia,2023,239,2023-11-23,2023-12-02,9,3,11,Makkah,31.09,6.22,14.84,199.71,0.169,260.12
VEH-205,Luxury,Nissan,2020,580,2023-06-09,2023-06-20,11,4,6,Riyadh,44.38,2.87,11.42,568.22,0.124,609.25
VEH-206,Van,Ford,2022,278,2023-09-13,2023-09-24,11,2,9,Riyadh,41.67,1.51,6.89,294.71,0.492,346.81
VEH-207,SUV,Mercedes,2015,230,2023-02-27,2023-03-07,8,0,2,Riyadh,44.63,1.75,13.99,235.84,0.137,263.08
VEH-208,Van,BMW,2016,272,2023-08-26,2023-08-28,2,5,8,Madinah,28.8,2.44,32.46,276.43,0.198,276.84
VEH-209,Sedan,Nissan,2020,100,2023-04-08,2023-04-17,9,5,4,Khobar,45.07,0.29,5.72,102.62,0.256,145.68
VEH-210,Economy,BMW,2017,80,2023-08-09,2023-08-14,5,2,8,Jeddah,38.2,2.46,14.16,76.68,0.477,100.37
VEH-211,Luxury,Nissan,2017,305,2023-07-03,2023-07-09,6,0,7,Tabuk,34.77,5.49,9.05,308.22,0.645,384.21
VEH-212,Economy,Hyundai,2015,110,2023-09-09,2023-09-12,3,5,9,Riyadh,30.0,1.28,18.11,114.59,0.095,122.0
VEH-213,Luxury,Mercedes,2023,417,2023-10-09,2023-10-13,4,0,10,Dammam,24.18,3.87,27.13,398.02,0.554,443.16
VEH-214,Sedan,Ford,2023,129,2023-12-06,2023-12-07,1,2,12,Khobar,30.09,3.64,11.82,128.24,0.299,136.4
VEH-215,Luxury,BMW,2020,390,2023-05-29,2023-06-10,12,0,5,Jeddah,42.62,2.27,24.46,375.17,0.422,427.56
VEH-216,Sedan,BMW,2019,137,2023-02-28,2023-03-02,2,1,2,Makkah,35.96,10.32,7.53,148.64,0.217,159.34
VEH-217,Van,Nissan,2022,242,2023-07-01,2023-07-11,10,5,7,Khobar,46.21,3.72,20.6,198.71,0.266,272.63
VEH-218,SUV,Toyota,2015,194,2023-01-14,2023-01-22,8,5,1,Madinah,36.39,3.85,13.25,149.27,0.345,193.61
VEH-219,Sedan,BMW,2019,119,2023-08-30,2023-09-01,2,2,8,Riyadh,33.24,4.15,16.73,110.2,0.218,130.44
VEH-220,Economy,Toyota,2017,88,2023-05-02,2023-05-14,12,1,5,Riyadh,35.98,6.79,9.77,73.81,0.294,136.33
VEH-221,Van,Kia,2018,183,2023-12-12,2023-12-24,12,1,12,Madinah,28.24,9.4,18.97,177.3,0.245,189.74
VEH-222,Economy,Mercedes,2017,108,2023-08-18,2023-08-20,2,4,8,Dammam,24.84,6.46,19.81,123.06,0.226,127.55
VEH-223,Van,Nissan,2023,242,2023-11-19,2023-11-29,10,6,11,Tabuk,21.71,1.62,20.52,224.72,0.323,278.76
VEH-224,Economy,Ford,2017,78,2023-01-18,2023-01-19,1,2,1,Dammam,26.26,0.5,17.37,23.93,0.412,63.61
VEH-225,Luxury,Ford,2023,415,2023-08-14,2023-08-24,10,0,8,Madinah,41.98,0.51,14.96,403.12,0.484,504.36
VEH-226,SUV,Ford,2020,196,2023-10-25,2023-11-06,12,2,10,Jeddah,39.71,5.87,32.57,222.01,0.158,234.31
VEH-227,Sedan,Toyota,2015,120,2023-10-19,2023-10-31,12,3,10,Jeddah,30.84,2.57,14.98,99.85,0.094,149.19
VEH-228,Van,Mercedes,2018,256,2023-04-16,2023-04-21,5,6,4,Makkah,37.26,4.86,16.97,252.61,0.263,283.62
VEH-229,Van,Kia,2021,279,2023-01-22,2023-01-26,4,6,1,Dammam,30.09,0.75,21.66,269.62,0.056,290.75
VEH-230,Luxury,Toyota,2016,425,2023-06-14,2023-06-20,6,2,6,Riyadh,24.62,5.57,23.36,461.59,0.157,452.66
VEH-231,Sedan,Kia,2015,115,2023-04-17,2023-04-25,8,0,4,Dammam,27.51,2.89,25.67,95.95,0.134,111.58
VEH-232,Luxury,Ford,2022,494,2023-07-14,2023-07-24,10,4,7,Tabuk,37.79,1.78,24.96,468.62,0.073,487.71
VEH-233,SUV,Toyota,2016,238,2023-03-14,2023-03-26,12,1,3,Makkah,35.4,2.32,16.18,246.66,0.26,304.32
VEH-234,Sedan,Ford,2016,113,2023-01-12,2023-01-17,5,3,1,Makkah,44.36,9.8,13.36,113.01,0.381,154.14
VEH-235,Luxury,Mercedes,2018,516,2023-06-13,2023-06-17,4,1,6,Makkah,27.87,1.54,19.52,529.05,0.123,537.48
VEH-236,Sedan,BMW,2021,106,2023-02-13,2023-02-14,1,0,2,Khobar,27.68,3.15,27.21,92.86,0.188,130.87
VEH-237,Van,Mercedes,2018,249,2023-04-05,2023-04-11,6,2,4,Dammam,33.94,0.16,9.93,226.35,0.335,278.44
VEH-238,Van,Kia,2017,208,2023-12-06,2023-12-12,6,2,12,Makkah,44.61,5.15,26.09,192.7,0.134,226.28
VEH-239,Economy,Kia,2023,91,2023-12-31,2024-01-06,6,6,12,Makkah,31.8,0.96,13.67,115.78,0.747,154.18
VEH-240,Economy,Kia,2021,81,2023-02-11,2023-02-22,11,5,2,Makkah,33.28,5.03,13.96,50.49,0.399,107.16
VEH-241,Van,Kia,2017,259,2023-09-26,2023-10-05,9,1,9,Khobar,41.14,0.06,23.23,260.92,0.46,314.19
VEH-242,Luxury,Ford,2021,325,2023-02-23,2023-03-08,13,3,2,Tabuk,33.55,6.51,20.75,305.41,0.234,378.4
VEH-243,Van,BMW,2020,201,2023-12-03,2023-12-05,2,6,12,Madinah,25.18,0.08,15.05,204.64,0.07,220.91
VEH-244,Economy,Mercedes,2018,86,2023-01-01,2023-01-08,7,6,1,Tabuk,39.97,3.02,6.92,104.39,0.186,119.67
VEH-245,Van,Toyota,2017,218,2023-10-31,2023-11-10,10,1,10,Makkah,27.38,3.11,2.04,205.53,0.139,244.0
VEH-246,Luxury,Hyundai,2015,536,2023-03-11,2023-03-23,12,5,3,Tabuk,32.29,0.03,33.8,546.63,0.25,596.34
VEH-247,Sedan,Kia,2016,143,2023-05-15,2023-05-26,11,0,5,Riyadh,30.18,8.47,16.43,137.71,0.088,142.6
VEH-248,Sedan,Toyota,2020,124,2023-09-08,2023-09-15,7,4,9,Riyadh,23.59,4.02,24.62,162.71,0.413,205.04
VEH-249,Luxury,BMW,2017,328,2023-02-04,2023-02-10,6,5,2,Khobar,27.37,6.12,16.0,311.42,0.118,361.47
VEH-250,Sedan,Ford,2019,114,2023-10-05,2023-10-13,8,3,10,Madinah,14.46,7.41,23.47,79.33,0.29,121.46
VEH-251,Sedan,Hyundai,2023,112,2023-11-11,2023-11-23,12,5,11,Riyadh,39.45,6.59,13.63,147.63,0.103,170.9
VEH-252,Luxury,Kia,2019,365,2023-10-28,2023-10-30,2,5,10,Makkah,40.81,0.66,30.06,345.19,0.369,369.88
VEH-253,SUV,Toyota,2015,172,2023-03-17,2023-03-24,7,4,3,Madinah,45.31,5.75,12.47,179.84,0.021,210.76
VEH-254,SUV,Toyota,2021,177,2023-11-24,2023-12-06,12,4,11,Madinah,36.56,8.52,11.76,173.32,0.092,222.57
VEH-255,Luxury,BMW,2016,402,2023-12-13,2023-12-26,13,2,12,Dammam,33.93,0.15,22.3,390.1,0.174,418.33
VEH-256,Economy,Nissan,2022,117,2023-05-28,2023-06-02,5,6,5,Madinah,26.5,4.27,13.14,82.28,0.208,112.27
VEH-257,Van,BMW,2015,267,2023-08-25,2023-08-28,3,4,8,Khobar,25.76,1.85,18.3,285.72,0.321,319.03
VEH-258,Luxury,Mercedes,2015,535,2023-02-03,2023-02-12,9,4,2,Madinah,47.87,7.33,29.52,510.54,0.424,588.55
VEH-259,Luxury,Kia,2023,571,2023-04-09,2023-04-18,9,6,4,Riyadh,41.28,1.57,24.0,609.07,0.498,663.51
VEH-260,Van,Ford,2023,192,2023-06-13,2023-06-21,8,1,6,Jeddah,20.31,2.23,30.07,194.72,0.236,238.97
VEH-261,Van,Toyota,2023,234,2023-07-28,2023-08-10,13,4,7,Dammam,31.02,6.78,23.37,206.54,0.393,264.43
VEH-262,SUV,Mercedes,2017,211,2023-12-27,2023-12-31,4,2,12,Makkah,28.6,6.2,14.7,219.18,0.315,267.0
VEH-263,SUV,BMW,2016,232,2023-07-10,2023-07-23,13,0,7,Makkah,28.82,0.26,20.54,238.63,0.284,253.9
VEH-264,Van,Hyundai,2017,217,2023-07-08,2023-07-11,3,5,7,Jeddah,32.1,3.36,25.22,232.51,0.437,237.66
VEH-265,Economy,Toyota,2017,114,2023-08-07,2023-08-13,6,0,8,Madinah,38.74,4.16,23.87,89.54,0.542,123.78
VEH-266,Economy,Ford,2017,116,2023-04-05,2023-04-06,1,2,4,Riyadh,27.53,0.3,8.68,133.96,0.204,157.18
VEH-267,Sedan,Nissan,2023,123,2023-09-13,2023-09-17,4,2,9,Makkah,43.15,3.7,18.24,94.28,0.064,118.43
VEH-268,Sedan,Kia,2023,128,2023-09-02,2023-09-08,6,5,9,Riyadh,32.26,4.04,15.09,108.09,0.44,160.15
VEH-269,Sedan,Hyundai,2020,138,2023-01-16,2023-01-19,3,0,1,Madinah,23.14,0.37,20.87,151.59,0.314,155.12
VEH-270,Economy,Nissan,2015,97,2023-03-11,2023-03-13,2,5,3,Makkah,34.25,1.57,15.28,85.52,0.418,156.12
VEH-271,Sedan,Hyundai,2017,133,2023-03-12,2023-03-20,8,6,3,Dammam,37.53,5.43,23.46,118.8,0.165,147.67
VEH-272,Economy,Nissan,2017,75,2023-08-29,2023-08-30,1,1,8,Makkah,38.99,2.94,10.05,61.82,0.174,82.16
VEH-273,Sedan,Toyota,2016,137,2023-10-05,2023-10-08,3,3,10,Khobar,26.76,3.28,20.91,127.64,0.146,152.27
VEH-274,Luxury,Kia,2022,364,2023-03-15,2023-03-26,11,2,3,Dammam,31.32,2.21,19.46,385.11,0.297,432.11
VEH-275,Economy,Ford,2016,86,2023-12-27,2023-12-31,4,2,12,Dammam,27.45,3.36,25.88,77.17,0.216,106.93
VEH-276,Luxury,Kia,2023,396,2023-03-28,2023-04-03,6,1,3,Tabuk,36.16,7.26,14.61,419.94,0.049,435.25
VEH-277,SUV,BMW,2018,159,2023-08-14,2023-08-18,4,0,8,Dammam,22.01,3.26,20.76,157.54,0.222,186.48
VEH-278,Sedan,Hyundai,2016,135,2023-03-30,2023-04-06,7,3,3,Dammam,39.84,0.89,17.11,157.26,0.376,211.24
VEH-279,Luxury,Kia,2022,528,2023-05-10,2023-05-19,9,2,5,Jeddah,38.04,0.35,13.33,521.7,0.374,562.13
VEH-280,Van,BMW,2015,224,2023-03-23,2023-03-24,1,3,3,Tabuk,31.46,7.3,14.08,231.62,0.175,251.38
VEH-281,Luxury,Mercedes,2019,325,2023-06-03,2023-06-13,10,5,6,Madinah,38.1,3.59,15.39,334.25,0.213,379.98
VEH-282,SUV,Nissan,2017,156,2023-12-22,2023-12-30,8,4,12,Jeddah,37.6,0.67,24.56,153.51,0.102,178.69
VEH-283,Economy,Ford,2021,110,2023-11-30,2023-12-07,7,3,11,Khobar,29.73,1.94,12.94,104.88,0.015,119.29
VEH-284,SUV,Mercedes,2022,175,2023-10-31,2023-11-04,4,1,10,Makkah,36.84,3.53,10.91,154.86,0.113,178.66
VEH-285,Van,Toyota,2017,279,2023-10-05,2023-10-07,2,3,10,Khobar,40.06,0.2,8.13,309.11,0.45,358.7
VEH-286,Van,Kia,2017,188,2023-09-28,2023-10-01,3,3,9,Dammam,36.0,0.32,14.33,186.14,0.197,217.88
VEH-287,Van,Nissan,2020,189,2023-05-02,2023-05-03,1,1,5,Khobar,30.43,0.82,32.91,214.05,0.096,217.61
VEH-288,Economy,Ford,2015,79,2023-09-24,2023-10-03,9,6,9,Riyadh,34.34,1.0,33.01,37.84,0.267,76.92
VEH-289,Economy,Nissan,2020,119,2023-06-16,2023-06-20,4,4,6,Madinah,33.03,5.28,25.1,101.82,0.312,154.69
VEH-290,Economy,Kia,2022,79,2023-12-07,2023-12-16,9,3,12,Dammam,35.52,1.6,8.43,63.79,0.29,119.21
VEH-291,Sedan,Ford,2018,131,2023-10-06,2023-10-08,2,4,10,Khobar,22.91,5.51,26.85,115.23,0.358,146.42
VEH-292,Sedan,Nissan,2020,145,2023-06-21,2023-06-26,5,2,6,Jeddah,35.27,2.87,16.04,150.61,0.331,154.81
VEH-293,SUV,Hyundai,2021,161,2023-11-05,2023-11-14,9,6,11,Jeddah,39.12,1.88,23.56,205.08,0.257,240.02
VEH-294,Economy,Ford,2020,81,2023-03-29,2023-04-10,12,2,3,Tabuk,35.75,2.88,11.94,70.98,0.397,129.69
VEH-295,Luxury,Nissan,2016,339,2023-12-21,2023-12-25,4,3,12,Madinah,31.86,8.48,21.38,312.52,0.272,340.09
VEH-296,Economy,Nissan,2018,109,2023-03-31,2023-04-05,5,4,3,Khobar,30.86,8.23,18.85,135.98,0.564,171.87
VEH-297,Economy,Mercedes,2020,73,2023-04-11,2023-04-14,3,1,4,Tabuk,37.17,0.36,17.21,74.45,0.108,108.83
VEH-298,SUV,Toyota,2017,192,2023-04-15,2023-04-19,4,5,4,Jeddah,29.55,2.45,17.8,175.85,0.175,193.57
VEH-299,Sedan,Mercedes,2015,126,2023-09-03,2023-09-10,7,6,9,Makkah,37.45,4.49,18.72,124.66,0.345,178.4
VEH-300,SUV,Kia,2015,206,2023-07-14,2023-07-20,6,4,7,Madinah,33.33,5.16,20.47,218.5,0.381,271.38
VEH-301,Economy,Mercedes,2019,82,2023-07-25,2023-07-29,4,1,7,Dammam,39.9,0.85,8.74,78.79,0.28,99.18
VEH-302,Economy,Toyota,2019,79,2023-07-12,2023-07-24,12,2,7,Tabuk,32.57,2.44,20.26,76.73,0.219,109.27
VEH-303,Luxury,Toyota,2016,396,2023-08-09,2023-08-20,11,2,8,Riyadh,21.04,12.55,23.36,390.89,0.168,403.04
VEH-304,SUV,Nissan,2020,154,2023-01-18,2023-01-24,6,2,1,Khobar,37.0,4.75,27.84,146.03,0.545,216.81
VEH-305,Luxury,Hyundai,2016,497,2023-03-28,2023-04-06,9,1,3,Khobar,30.76,2.1,15.96,464.15,0.231,532.73
VEH-306,SUV,Toyota,2020,179,2023-08-04,2023-08-17,13,4,8,Tabuk,34.71,4.08,18.9,217.64,0.532,258.09
VEH-307,Van,BMW,2022,255,2023-05-28,2023-05-29,1,6,5,Jeddah,30.57,4.36,13.59,243.88,0.199,251.71
VEH-308,Van,Kia,2016,223,2023-03-13,2023-03-19,6,0,3,Jeddah,34.51,4.3,12.13,217.09,0.548,295.12
VEH-309,SUV,BMW,2018,213,2023-08-23,2023-08-29,6,2,8,Makkah,53.28,0.3,15.89,205.86,0.196,237.2
VEH-310,SUV,Mercedes,2016,161,2023-03-15,2023-03-27,12,2,3,Jeddah,41.12,5.89,13.33,165.06,0.184,200.46
VEH-311,Van,Toyota,2017,230,2023-03-08,2023-03-21,13,2,3,Tabuk,41.44,0.27,11.28,246.29,0.692,299.19
VEH-312,Luxury,Ford,2023,576,2023-01-04,2023-01-12,8,2,1,Tabuk,25.04,1.57,27.2,576.65,0.269,602.66
VEH-313,Van,Hyundai,2023,269,2023-01-22,2023-02-02,11,6,1,Tabuk,30.64,0.38,23.4,302.99,0.139,332.73
VEH-314,Economy,Toyota,2022,85,2023-08-06,2023-08-17,11,6,8,Makkah,27.37,4.2,28.64,92.75,0.203,147.56
VEH-315,Luxury,Ford,2016,498,2023-05-25,2023-06-07,13,3,5,Makkah,27.05,3.62,22.3,502.54,0.251,560.6
VEH-316,Van,Nissan,2019,184,2023-10-01,2023-10-07,6,6,10,Tabuk,19.73,1.97,15.18,151.5,0.392,218.62
VEH-317,SUV,Hyundai,2019,169,2023-12-13,2023-12-23,10,2,12,Riyadh,31.34,3.15,21.35,187.38,0.164,216.73
VEH-318,Luxury,Ford,2017,424,2023-02-08,2023-02-12,4,2,2,Jeddah,43.21,1.27,27.94,446.11,0.335,489.96
VEH-319,Economy,Hyundai,2017,104,2023-10-08,2023-10-19,11,6,10,Makkah,35.51,0.17,17.57,125.63,0.254,168.34
VEH-320,Van,Nissan,2016,249,2023-06-26,2023-06-29,3,0,6,Tabuk,17.66,0.66,24.75,274.31,0.09,272.48
VEH-321,Sedan,Toyota,2018,130,2023-08-23,2023-08-28,5,2,8,Riyadh,29.62,3.56,21.65,185.53,0.286,195.09
VEH-322,SUV,Toyota,2020,212,2023-09-21,2023-10-01,10,3,9,Tabuk,44.37,7.21,33.09,228.48,0.348,282.16
VEH-323,Economy,Toyota,2023,109,2023-06-15,2023-06-20,5,3,6,Makkah,32.11,2.63,10.0,77.97,0.292,122.11
VEH-324,Van,BMW,2019,206,2023-02-27,2023-03-01,2,0,2,Khobar,38.95,3.67,18.64,213.75,0.209,250.36
VEH-325,Economy,BMW,2018,70,2023-04-27,2023-05-01,4,3,4,Khobar,36.15,4.62,22.14,81.02,0.112,100.68
VEH-326,Luxury,BMW,2018,358,2023-08-31,2023-09-06,6,3,8,Khobar,34.2,5.67,24.15,348.8,0.399,379.9
VEH-327,Luxury,Kia,2015,378,2023-05-12,2023-05-16,4,4,5,Khobar,30.96,4.63,17.58,354.26,0.493,404.13
VEH-328,Economy,Toyota,2017,70,2023-04-17,2023-04-30,13,0,4,Jeddah,29.59,6.3,20.98,111.5,0.328,145.13
VEH-329,Luxury,Kia,2017,348,2023-09-01,2023-09-12,11,4,9,Makkah,32.23,2.26,22.33,329.95,0.174,372.64
VEH-330,Economy,Toyota,2017,74,2023-12-03,2023-12-08,5,6,12,Khobar,35.59,4.34,17.4,72.85,0.35,130.85
VEH-331,Sedan,Ford,2023,143,2023-04-24,2023-05-04,10,0,4,Jeddah,23.02,1.02,20.61,129.27,0.085,166.21
VEH-332,Economy,Kia,2023,111,2023-01-30,2023-02-01,2,0,1,Madinah,38.66,0.34,13.5,106.57,0.137,127.37
VEH-333,SUV,Ford,2016,226,2023-02-27,2023-03-09,10,0,2,Dammam,40.15,5.68,15.24,204.4,0.163,277.27
VEH-334,Economy,BMW,2019,75,2023-10-25,2023-11-06,12,2,10,Riyadh,32.24,8.92,9.14,51.72,0.574,151.39
VEH-335,SUV,Mercedes,2022,222,2023-10-08,2023-10-11,3,6,10,Madinah,43.09,0.05,18.34,215.81,0.814,289.11
VEH-336,Van,Nissan,2021,251,2023-05-13,2023-05-23,10,5,5,Madinah,30.12,6.38,20.55,220.1,0.233,273.56
VEH-337,Economy,Ford,2021,102,2023-05-14,2023-05-16,2,6,5,Jeddah,45.24,0.44,16.6,154.76,0.391,182.22
VEH-338,Economy,Mercedes,2017,83,2023-04-14,2023-04-16,2,4,4,Madinah,37.36,1.71,22.57,71.67,0.088,86.38
VEH-339,Luxury,Hyundai,2017,546,2023-07-11,2023-07-12,1,1,7,Khobar,29.13,8.78,20.81,545.6,0.368,567.45
VEH-340,Luxury,Hyundai,2017,341,2023-07-27,2023-08-06,10,3,7,Madinah,33.07,3.24,14.35,319.83,0.154,367.64
VEH-341,Luxury,Mercedes,2020,582,2023-02-13,2023-02-17,4,0,2,Tabuk,34.84,2.95,14.53,560.41,0.524,639.93
VEH-342,Sedan,Kia,2019,120,2023-12-13,2023-12-14,1,2,12,Jeddah,35.67,1.6,13.93,89.35,0.237,112.82
VEH-343,Economy,BMW,2018,114,2023-02-07,2023-02-11,4,1,2,Makkah,40.38,2.14,29.98,112.24,0.629,192.48
VEH-344,Van,Toyota,2023,277,2023-10-05,2023-10-12,7,3,10,Makkah,38.38,0.5,0.6,279.57,0.159,312.55
VEH-345,Luxury,Nissan,2021,553,2023-10-30,2023-11-11,12,0,10,Madinah,31.21,3.57,14.03,558.01,0.196,598.47
VEH-346,Van,Toyota,2023,186,2023-01-04,2023-01-14,10,2,1,Dammam,25.94,1.49,24.93,182.95,0.147,209.0
VEH-347,Economy,BMW,2017,108,2023-08-26,2023-08-27,1,5,8,Khobar,17.72,0.64,25.0,105.97,0.025,98.36
VEH-348,Luxury,Mercedes,2018,310,2023-08-06,2023-08-19,13,6,8,Khobar,19.76,0.46,17.69,307.27,0.389,348.92
VEH-349,SUV,Kia,2023,176,2023-05-17,2023-05-29,12,2,5,Riyadh,28.04,2.7,22.41,139.22,0.363,238.16
VEH-350,Sedan,Nissan,2021,130,2023-09-30,2023-10-08,8,5,9,Makkah,29.73,0.68,19.32,110.07,0.092,115.68
VEH-351,Sedan,Ford,2022,141,2023-12-21,2024-01-01,11,3,12,Makkah,30.03,2.2,26.94,124.79,0.121,142.72
VEH-352,Sedan,Kia,2016,114,2023-06-15,2023-06-22,7,3,6,Madinah,33.78,6.74,20.3,113.54,0.163,141.55
VEH-353,Economy,Hyundai,2017,108,2023-10-08,2023-10-13,5,6,10,Jeddah,26.16,1.67,30.6,118.98,0.487,160.71
VEH-354,Economy,Kia,2016,102,2023-08-14,2023-08-20,6,0,8,Jeddah,51.16,6.55,15.28,92.13,0.618,173.96
VEH-355,SUV,Toyota,2020,237,2023-12-24,2023-12-26,2,6,12,Jeddah,39.77,1.82,20.22,239.42,0.334,281.41
VEH-356,Sedan,Mercedes,2016,117,2023-04-16,2023-04-22,6,6,4,Madinah,31.22,1.87,25.25,103.77,0.174,133.29
VEH-357,Van,BMW,2021,183,2023-12-30,2024-01-08,9,5,12,Makkah,39.5,5.31,18.95,157.56,0.258,221.84
VEH-358,Sedan,Nissan,2021,106,2023-10-31,2023-11-03,3,1,10,Makkah,25.03,3.46,21.92,123.64,0.34,145.19
VEH-359,Economy,Hyundai,2019,116,2023-12-05,2023-12-11,6,1,12,Tabuk,17.66,2.01,25.38,135.65,0.037,147.68
VEH-360,SUV,Hyundai,2015,168,2023-08-23,2023-08-27,4,2,8,Madinah,35.29,3.56,16.83,189.2,0.215,221.64
VEH-361,Economy,Hyundai,2023,72,2023-06-25,2023-07-03,8,6,6,Tabuk,30.25,2.19,16.96,76.71,0.068,101.45
VEH-362,Economy,Ford,2020,85,2023-04-23,2023-05-06,13,6,4,Makkah,20.13,4.46,19.5,73.77,0.081,93.35
VEH-363,Sedan,Mercedes,2023,148,2023-04-28,2023-05-02,4,4,4,Khobar,40.86,4.52,18.33,133.86,0.58,188.78
VEH-364,Luxury,Toyota,2020,379,2023-01-22,2023-02-04,13,6,1,Tabuk,33.4,3.14,14.67,379.44,0.37,422.32
VEH-365,Sedan,Toyota,2018,123,2023-05-21,2023-06-03,13,6,5,Madinah,35.79,5.15,14.18,124.23,0.569,184.15
VEH-366,Van,Toyota,2023,233,2023-05-21,2023-06-02,12,6,5,Madinah,40.3,7.45,19.86,243.44,0.302,299.01
VEH-367,Economy,Kia,2015,115,2023-08-28,2023-09-05,8,0,8,Riyadh,38.99,6.49,16.88,129.58,0.351,186.76
VEH-368,Sedan,Kia,2023,125,2023-11-28,2023-12-05,7,1,11,Makkah,24.11,0.24,6.59,100.0,0.264,128.87
VEH-369,Economy,Nissan,2016,85,2023-09-01,2023-09-07,6,4,9,Dammam,31.46,1.59,23.1,68.83,0.383,134.98
VEH-370,Sedan,Mercedes,2020,121,2023-06-28,2023-07-05,7,2,6,Khobar,25.25,9.85,22.58,89.88,0.315,130.56
VEH-371,Economy,Hyundai,2015,113,2023-12-21,2023-12-25,4,3,12,Tabuk,25.48,5.17,20.73,86.76,0.219,127.78
VEH-372,Economy,Nissan,2023,116,2023-07-23,2023-07-28,5,6,7,Dammam,38.58,7.59,11.03,81.41,0.468,156.93
VEH-373,Van,Mercedes,2021,216,2023-04-26,2023-05-04,8,2,4,Dammam,30.48,2.34,16.37,226.98,0.259,261.93
VEH-374,Van,Toyota,2021,276,2023-10-17,2023-10-24,7,1,10,Jeddah,42.44,4.85,19.11,246.99,0.253,292.58
VEH-375,SUV,Kia,2017,157,2023-10-24,2023-11-04,11,1,10,Jeddah,36.14,1.5,16.73,171.93,0.46,249.11
VEH-376,SUV,Kia,2021,246,2023-04-25,2023-05-01,6,1,4,Jeddah,31.71,2.52,19.64,204.51,0.248,237.44
VEH-377,Economy,Nissan,2021,91,2023-05-29,2023-06-11,13,0,5,Khobar,29.12,3.13,25.56,97.52,0.455,147.92
VEH-378,SUV,Ford,2022,241,2023-10-02,2023-10-03,1,0,10,Tabuk,12.81,2.34,25.57,222.53,0.183,231.0
VEH-379,Van,Ford,2017,223,2023-10-23,2023-10-24,1,0,10,Jeddah,49.67,4.65,18.45,225.07,0.057,236.31
VEH-380,Economy,Toyota,2021,92,2023-05-14,2023-05-15,1,6,5,Dammam,35.04,0.03,14.92,68.02,0.525,151.25
VEH-381,Sedan,Nissan,2018,137,2023-02-08,2023-02-15,7,2,2,Tabuk,34.19,2.22,16.46,143.16,0.489,195.48
VEH-382,Van,BMW,2016,210,2023-07-17,2023-07-20,3,0,7,Tabuk,32.96,1.57,23.39,191.03,0.103,214.53
VEH-383,Van,Toyota,2021,190,2023-03-06,2023-03-08,2,0,3,Riyadh,50.9,6.53,14.89,215.31,0.122,220.64
VEH-384,Luxury,Kia,2018,507,2023-07-24,2023-08-01,8,0,7,Khobar,37.02,0.54,35.05,539.67,0.096,561.2
VEH-385,Economy,Kia,2017,70,2023-11-04,2023-11-15,11,5,11,Makkah,42.18,0.46,6.79,110.27,0.372,160.43
VEH-386,Economy,BMW,2021,78,2023-09-29,2023-09-30,1,4,9,Riyadh,42.8,3.47,18.21,71.12,0.17,90.45
VEH-387,Economy,Kia,2023,82,2023-02-02,2023-02-12,10,3,2,Madinah,26.45,2.7,12.21,80.57,0.174,83.65
VEH-388,Economy,Toyota,2021,92,2023-06-11,2023-06-20,9,6,6,Dammam,36.76,2.02,12.14,86.06,0.248,137.23
VEH-389,Economy,BMW,2020,81,2023-04-11,2023-04-24,13,1,4,Tabuk,38.6,4.8,16.68,59.42,0.454,133.81
VEH-390,Sedan,BMW,2020,100,2023-03-21,2023-03-22,1,1,3,Makkah,43.02,0.52,16.03,103.49,0.113,95.03
VEH-391,Van,Mercedes,2023,238,2023-07-16,2023-07-22,6,6,7,Tabuk,32.22,7.77,15.83,227.91,0.129,270.74
VEH-392,SUV,Toyota,2016,165,2023-09-02,2023-09-10,8,5,9,Madinah,29.1,5.37,18.14,192.02,0.087,194.5
VEH-393,Van,Hyundai,2018,230,2023-08-29,2023-09-04,6,1,8,Madinah,40.64,3.91,20.74,224.99,0.161,233.68
VEH-394,Van,Mercedes,2023,207,2023-03-18,2023-03-21,3,5,3,Khobar,35.18,8.47,14.98,182.01,0.191,216.28
VEH-395,SUV,Kia,2019,223,2023-05-18,2023-05-29,11,3,5,Makkah,32.57,6.92,18.86,265.64,0.464,315.23
VEH-396,Van,Toyota,2016,198,2023-07-19,2023-07-31,12,2,7,Tabuk,31.34,7.26,21.87,184.46,0.512,274.86
VEH-397,Van,Toyota,2018,183,2023-06-04,2023-06-16,12,6,6,Makkah,23.55,9.07,19.92,154.86,0.191,189.89
VEH-398,Economy,Nissan,2021,97,2023-03-18,2023-03-28,10,5,3,Madinah,40.6,5.85,24.96,81.02,0.443,119.77
